,报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
84,20040331,853431905.86,853431905.86,,,,,,452275167.65,151243768.25,,,,,,,,,119817149.3,,139760649.14,48201023.19,-6747422.23,,,,,,,,,,,,,,,,,401156738.21,14874.97,,1400.0,,401170213.18,129839421.97,,271330791.21,,,261503821.72,,9826969.49,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20050423,CNY,合并期末,2020-03-13T16:00:40
85,20031231,2402101953.86,2401017934.93,,,,,,1426663549.62,477388129.86,,,,,,,,,308189009.56,,365256375.5,291880260.69,-16050225.99,,,,,,,,,,,601388.0,,,,1084018.93,,976039792.24,1392334.71,,137513.69,,977294613.26,368541117.2,,608753496.06,,,586747838.27,,22005657.79,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20050423,CNY,合并期末,2020-03-13T16:00:40
86,20030930,1554532689.35,1552744360.1,,,,,,959777511.92,302733307.68,,,,,,,,,268206392.63,,247758788.18,153324035.58,-12245012.15,,,,,,,,,,,601388.0,,,,1788329.25,,595356565.43,1064414.71,,131823.36,,596289156.78,226477466.31,,369811690.47,,,354499724.25,,15311966.22,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20041020,CNY,合并期末,2020-03-13T16:00:40
87,20030630,1010782352.89,1009047565.48,,,,,,600118358.62,196938828.79,,,,,,,,,161846133.85,,148471350.83,97233132.64,-4371087.49,,,,,,,,,,,,,,,1734787.41,,410663994.27,582293.08,,9905.66,,411236381.69,148750335.91,,262486045.78,,,252520818.55,,9965227.23,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20040728,CNY,合并期末,2020-03-13T16:00:40
88,20030331,735224645.92,733889255.89,,,,,,393885303.59,136080903.15,,,,,,,,,121107780.34,,99955921.62,38951847.95,-2211149.47,,,,,,,,,,,,,,,1335390.03,,341339342.33,111556.08,,8355.66,,341442542.75,116318861.01,,225123681.74,,,217609019.5,,7514662.24,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20040429,CNY,合并期末,2020-03-13T16:00:40
89,20021231,1838129976.34,1834898294.9,,,,,,1189922692.06,340556444.79,,,,,,,,,320110065.32,,308176458.6,238541225.22,-17461501.87,,,,,,,,,,,117934.0,,,,3231681.44,,648325218.28,137822.0,,10611.88,,648452428.4,256481479.52,,391970948.88,,,376183499.47,,15787449.41,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20040326,CNY,合并期末,2020-03-13T16:00:40
90,20020930,1366363003.04,1363886224.32,,,,,,838206793.95,230795750.63,,,,,,,,,228116802.27,,240365513.08,154188146.5,-15259418.53,,,,,,,,,,,117934.0,,,,2476778.72,,528274143.09,68602.0,,10611.88,,528332133.21,208225146.55,,320106986.66,,,309250570.0,,10856416.66,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20031030,CNY,合并期末,2020-03-13T16:00:40
91,20020630,956401891.61,955654212.62,,,,,,554560479.53,158368542.33,,,,,,,,,160878207.99,,167320806.24,79903159.85,-11910236.88,,,,,,,,,,,,,,,747678.99,,401841412.08,55202.0,,10611.88,,401886002.2,155530625.23,,246355376.97,,,238275978.99,,8079397.98,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20030730,CNY,合并期末,2020-03-13T16:00:40
92,20020331,718793418.69,718014858.53,,,,,,380838519.86,115551849.97,,,,,,,,,124848157.48,,103935965.36,39164507.24,-2661960.19,,,,,,,,,,,,,,,778560.16,,337954898.83,50170.0,,211.88,,338004856.95,124206524.16,,213798332.79,,,206448262.49,,7350070.3,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,20020429,CNY,合并期末,2020-03-13T16:00:40
93,20011231,1619202408.97,1618046660.31,,,,,,1009060743.06,287538468.11,,,,,,,,,317884849.44,,228319500.78,181060278.22,-5742353.49,,,,,,,,,,,68667.0,,,,1155748.66,,610210332.91,72208.04,,3004334.7,,607278206.25,264912397.48,,342365808.77,,,328290723.14,,14075085.63,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20030326,CNY,合并期末,2020-03-13T16:00:40
94,20010630,874826253.68,873863478.94,,,,,,354789488.14,,,,,,,,,,161749763.7,,117289100.21,74414401.61,1336222.62,,,,,,,,,,,,,,,962774.74,,372992190.21,,,,,372992190.21,142925129.06,,223407942.67,,,223407942.67,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,是,20010822,CNY,合并期末,2020-03-13T16:00:40
95,20001231,1113019554.91,1114000813.26,,,,,,667263204.64,196863443.99,,,,,,,,,199224062.88,,134826000.83,129669631.27,6680065.67,,,,,,,,,,,31789.0,,,,-981258.35,,445788139.27,17635.96,,960375.1,,444845400.13,189560588.75,,255284811.38,,,249558877.77,,5725933.61,,,,,,,,,,,,,,,,,,,,,,,,,其他,是,20020417,CNY,合并期末,2020-03-13T16:00:40
96,19991231,891237329.51,890858185.64,,,,,,537589581.33,129133236.27,,,,,,,,,172867651.11,,101900556.98,122410821.54,11277315.43,,,,,,,,,,,,,,,379143.87,,353647748.18,1500.0,,56614.31,,353592633.87,137902505.22,,215690128.65,,,215690128.65,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,是,20010726,CNY,合并期末,2020-03-13T16:00:40
97,19981231,629217329.19,628184433.19,,,,,,410251605.47,76725369.98,,,,,,,,,119074532.43,,56426807.15,116104124.14,41920771.77,,,,,,,,,,,,,,,1032896.0,,218965723.72,,,,,218965723.72,72074304.11,,146891419.61,,,146891419.61,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,是,19981231,CNY,合并期末,2020-03-13T16:00:40
